,Mean,StdErr,T-Stat,P-Stat,Sig
Constant,0.01609397591141038,0.013769775665138342,4.620619564567536,4.573983545518991e-06,1%
LogSize_-1,-0.0008028842554568486,0.002584442059050154,-1.694620250526428,0.09060333054966042,10%
LogB/M_-1,0.004782600394953928,0.005609286596290043,5.27732505617549,1.7625807457488313e-07,1%
"Return_-2,-12",0.011512119946444516,0.009874229181587117,5.0303405053658805,6.265706663141527e-07,1%
