,Constant,LogSize_-1,LogB/M_-1,"Return_-2,-12",Adjusted R2,No. of Firms
2017-06-30,0.057346329135083904,-0.0032990951704055483,1.2170899488233273e-05,-0.024802705698094694,0.01076885306280806,3877.0
2017-05-31,-0.061766495773664123,0.004511070319343021,-0.011711732655609106,0.01682030835824379,0.018961629805368196,3898.0
2017-04-30,-0.02352251776204955,0.002354443888144475,-0.011162192732204736,0.014622963914903826,0.015419693766730247,3944.0
2017-03-31,0.048518474670785613,-0.004536880470516822,0.0027397343800787664,-0.016007166091288234,0.0026716700447759756,3772.0
2017-02-28,0.00849207926176835,0.0009854933349623418,-0.010370532727532744,-0.023653419837237222,0.012839289529011255,3789.0
2017-01-31,0.048784543327028765,-0.003340599795580778,0.004929725849001031,0.004759422151757043,0.00378556439561617,3789.0
2016-12-31,0.018177834961686064,0.0024222471967377548,0.01764121770975608,0.00926498636328508,0.011815324952659023,3833.0
2016-11-30,0.09211115078993004,-0.00019343240516907833,0.022175871304822167,-0.0016014330832890948,0.012446384953614276,3841.0
2016-10-31,-0.09131635480897289,0.0089927191919755,0.021207194732543996,0.02581642180682634,0.047194446996767,3846.0
2016-09-30,0.03317265070317256,-0.0028308231771831806,-0.0015706381286274779,-0.004544578632511514,0.0019808673400061316,3908.0
2016-08-31,0.028725271138174767,-0.0018254871343358354,0.002691149236115649,-0.037701588376170284,0.011972335764156905,3896.0
2016-07-31,0.11393839490992186,-0.008533525886549893,-0.0019455266868338796,-0.04685722533192864,0.006994251001222751,3919.0
2016-06-30,0.0555956347644717,-0.006144956548084423,0.009099331738720188,0.06457231029785332,0.013028040573762945,3978.0
2016-05-31,-0.010348935443565094,0.001760666650428276,-0.005316735155783666,0.024410925825198115,0.0036846477876963935,3972.0
2016-04-30,0.05793147957605848,-0.0016988564294303718,0.0209119504628203,-0.03906175070199956,0.036961612811909794,3981.0
2016-03-31,0.03051812338097545,0.007291173587524393,0.01698813606730055,-0.0802763150335146,0.04118007244227995,3693.0
2016-02-29,0.013865480652792849,0.0009487221832244308,0.010386777113752604,-0.04211263053265811,0.015771464871602414,3712.0
2016-01-31,-0.08859831405589255,0.0024710784782657784,0.011184543912458362,0.019007896680810907,0.004833979620167073,3729.0
2015-12-31,-0.042004665077418554,2.44526630733504e-05,-0.00027280532945737006,0.03325701897129248,0.008054973098477247,3778.0
2015-11-30,0.024052718021002867,-0.0025891852455464733,-0.011060171981446808,0.031169847449391913,0.012050770094485075,3784.0
2015-10-31,0.006959140649182984,0.007330654959067042,-0.00320633350785786,-0.020369233635213535,0.012724805664461991,3796.0
2015-09-30,-0.03399511481151787,-0.0012919845892642252,0.00953135544779705,0.056614002504426664,0.02503161877808202,3870.0
2015-08-31,-0.018904584748463564,-0.002843463639644707,0.013318937217259288,-0.009352515928694419,0.018928849674793802,3875.0
2015-07-31,-0.07569997068129072,0.004958493476714798,-0.013074252880047012,0.07114159705904743,0.08994255481453994,3883.0
2015-06-30,0.007036048795365684,-0.0029875854848464027,-0.005103825332936527,0.028637655354765194,0.013018133207344795,3937.0
2015-05-31,0.010633901695978231,-0.0021954789777619043,-0.007337555022084595,0.05088991755191623,0.028894153203441908,3942.0
2015-04-30,0.002219506496550467,0.0031173009537629687,0.01761827451338575,-0.06633704992787842,0.062366978611910096,3972.0
2015-03-31,0.0030263539509715115,-0.0010174445966629987,-0.005765896265431941,0.0497392617386043,0.026561070348162574,3745.0
2015-02-28,0.043807193396183636,0.002350485750920935,-0.002840663585667095,-0.055454570617305146,0.018059188023004658,3760.0
2015-01-31,0.003300105571153498,-0.005205150553430899,-0.007003411586550781,0.04271889839831665,0.01786592031084233,3767.0
2014-12-31,0.014104787704802575,-0.002204757986083465,-0.00965708827513141,-0.004074513857178911,0.0014578568326722996,3815.0
2014-11-30,-0.02340698579585171,0.0027579162868572858,-0.00409660055036512,0.01780191779132003,0.007564121829615522,3813.0
2014-10-31,-0.02178972119343137,0.005989811053440725,-0.011892320175074933,-0.013258453422874718,0.01656387139799187,3819.0
2014-09-30,-0.04612354427264506,-0.001421235289506406,-0.00044337531921779464,0.03517367543113861,0.009789463093180628,3875.0
2014-08-31,0.03132298370669432,0.0009906519908365443,-0.0017844873694316846,0.014024505267266648,0.0016377210960569766,3874.0
2014-07-31,-0.043225327014111345,0.001639382653140108,0.00994785674303789,-0.0012865051914440627,0.005267096102192115,3866.0
2014-06-30,0.04577930916566183,-0.00036823571608353103,-0.0036615869408500143,-0.006388962445513163,0.00012594167557045122,3918.0
2014-05-31,-0.037377493437043954,0.006006499902792692,0.00044535704651811375,0.002810733851176851,0.012893194297281196,3903.0
2014-04-30,-0.07250731532218714,0.009484597593777948,0.01389424803723146,-0.027146968186307206,0.04465781522837409,3867.0
2014-03-31,0.0014669041476474726,0.0019270244898048933,0.013514025358781578,-0.0004044030864713571,0.009163095410547717,3754.0
2014-02-28,0.03914696044499535,0.0009342728060349028,0.0005316976695309773,0.011192457875507768,0.0013554990344346596,3756.0
2014-01-31,0.12435094312416724,-0.019333785526564472,-0.012239892658653669,-0.0260959516973239,0.06477600154252783,3754.0
2013-12-31,0.050924179548445386,-0.004125532398644647,0.004416550723068603,0.02296308605684524,0.007249069676120379,3806.0
2013-11-30,0.05942668594245755,-0.006284453682077845,-0.013002905445351392,0.029212590273913194,0.02388664327634371,3811.0
2013-10-31,0.014984441984341014,0.0030822428276454116,0.013616115048057572,0.016039920955026443,0.008895211273188375,3831.0
2013-09-30,0.06824727675357382,-0.0021239824615096035,0.004002627786069938,0.020906759177514105,0.004002187692343617,3884.0
2013-08-31,0.014900684658749268,-0.004621754260527323,0.003962377528139851,-0.004749930697959081,0.009596616996026763,3884.0
2013-07-31,0.09917952212286374,-0.004772456200728107,-0.0034237045111736534,-0.0015331060127635485,0.0043525031500873945,3897.0
2013-06-30,0.005269876984594049,-0.0024796589632483878,0.002252386085111222,0.021607375973346377,0.007343297709462737,3955.0
2013-05-31,0.07939420461469822,-0.00588734656943623,0.0008483005966455381,-0.01238455720137063,0.010619566333481822,3952.0
2013-04-30,-0.024750094098463474,0.002811823297678438,-0.0039506756772511465,0.020818571473878177,0.010658960569814968,3972.0
2013-03-31,0.03870280035376136,-0.0010244761292860164,-0.0056700966660046806,0.033801795046134384,0.015098830191641488,3842.0
2013-02-28,0.027878792279751752,-0.003301081264758597,0.002662623953657856,0.03927259013929061,0.014344592148492818,3840.0
2013-01-31,0.1140759038283706,-0.005582298374472349,0.010579816376766962,0.008963381358329657,0.01764560907651136,3832.0
2012-12-31,-0.001548663686292322,0.005893453421052571,0.0167752700492758,-0.00260286613282026,0.022577246019629738,3864.0
2012-11-30,-0.014168667603378897,0.0028915100707022677,-0.0017621548925587116,-0.0076913452004820455,0.0015116040720094537,3868.0
2012-10-31,-0.031038339372840507,0.0031846058110045843,0.019815014937734285,0.029241349849125423,0.024044825322967145,3866.0
2012-09-30,0.04474616456134363,-0.0013603843722470523,3.2826191900069525e-05,-0.010662681136108621,0.0017475465992174977,3938.0
2012-08-31,0.015936041333424546,0.0026657529749585388,0.002835316839698925,-0.010091037843912874,0.001541570943246362,3932.0
2012-07-31,-0.005301018288306221,-0.0001231991255678498,0.0001261746361036401,0.021431032201103463,0.0024943782729676123,3948.0
2012-06-30,0.020209052121810463,0.002453167244463992,-0.00556102871643808,-0.0013764373931420487,0.004036826051834197,4016.0
2012-05-31,-0.05073335383799315,-0.003177589752902117,0.002837657428440724,0.06642690566890229,0.028190283235694835,4036.0
2012-04-30,0.007617027127686925,-0.0023618441264901067,0.005754620324014107,0.052848168363408714,0.013183564268662296,4031.0
2012-03-31,0.07148916764439381,-0.005859963551029389,0.007815814227567887,0.04010271858476983,0.015037185163490396,3887.0
2012-02-29,0.04549699605242328,-0.0011161705140180366,0.004497338771855497,-0.006845767990862867,0.0018024708117181376,3873.0
2012-01-31,0.11062754628329496,-0.005265081828094548,-0.005603858723200188,-0.11073761532301103,0.07407981567079669,3875.0
2011-12-31,0.001031353654741364,0.0003981945364237042,0.010679164682443381,0.035300290328345245,0.010527524657369947,3930.0
2011-11-30,-0.03948791830085511,0.004459636111465016,0.009169482687909425,0.04560624959664224,0.016304068168918606,3925.0
2011-10-31,0.04638327201563983,0.012751537284765654,0.0053565774385527015,0.021757045925335634,0.03357963408155573,3954.0
2011-09-30,-0.09732137513964025,-0.0011444857117341278,-0.003855766128946751,-0.021378062773967362,0.005432226805763052,4002.0
2011-08-31,-0.11442018321331479,0.004153763724036928,-0.0026980838010032962,0.0022620125387279653,0.0065018142965677095,4003.0
2011-07-31,0.01894067384348176,-0.007031559301078348,0.0030953710453203516,0.006494083669106375,0.016447552390811304,3987.0
2011-06-30,-0.03714107254329431,0.0006128111261597392,0.0006104032618936301,0.02805465484284621,0.014036523279744695,4038.0
2011-05-31,-0.03779128590312967,0.0021575800240539477,-0.001920705171356578,-0.0019256517076526056,0.0013663170547421055,4053.0
2011-04-30,-0.019939501766027434,0.004883088376316481,-0.008924454780359409,0.0015952344368623242,0.01839703892543143,3997.0
2011-03-31,-0.0016937557524228358,0.00036108961814509797,-0.012854622622394481,0.007107278867960634,0.011163494701072807,3955.0
2011-02-28,0.04700192810219249,-0.0012337068020535505,0.002066939596863017,0.029387971965723108,0.006935250060526754,3956.0
2011-01-31,0.06669518370264219,-0.00642987095168875,0.010736363767657572,-0.006580517817204997,0.022839016502393616,3964.0
2010-12-31,0.08954415649143985,-0.0007836176857632162,0.0032150286021054605,-0.010029997789115369,0.0016495829885418978,4018.0
2010-11-30,0.024908841855580916,-0.00247338065386226,-0.008114167089896427,0.03029033829699393,0.013143638106664635,4026.0
2010-10-31,0.07213882434862824,-0.004370498073509175,-0.0009990399531360728,-0.000283293322405051,0.0029228151142369763,4024.0
2010-09-30,0.08346836013284004,0.002808779215844532,-0.013527193764266471,0.009117825469641436,0.013263603802127433,4120.0
2010-08-31,-0.05491633606353587,-0.00012313359463896387,0.0012135725486400305,-0.0006975685309180787,-0.0006748043608613141,4112.0
2010-07-31,0.004654120496912629,0.008889796016003225,0.0019356102930389208,0.008771102973487857,0.02313792701349049,4081.0
2010-06-30,-0.09381385893702114,0.004192947932074505,-0.006430925099127839,-0.005739415110268548,0.00973355334850512,4119.0
2010-05-31,-0.08926638771159028,0.0006874136594667241,-0.005229467655022535,0.0008917964271085041,0.0015073907668030628,4083.0
2010-04-30,0.13409305648560166,-0.011104416992775583,0.016316411689158046,0.013296691344174006,0.0440272912668036,3931.0
2010-03-31,0.08628310619067509,-0.0016939898280969518,0.017366559973430677,0.015382478622397212,0.010463139194169302,3809.0
2010-02-28,0.01904606909950027,0.001448744885312851,0.0025451358285569713,0.022214960748265723,0.013065218329673,3920.0
2010-01-31,0.04627048363949371,-0.008228030533489692,0.015186791065890742,-0.012689568336165892,0.0508641067549509,3941.0
2009-12-31,0.05812945009627238,0.00018666640695734002,0.0020462543125102173,0.009669657778770565,0.0005573106136632644,4015.0
2009-11-30,-0.027941248310747516,0.00835016620487446,0.005196958187647609,0.03325258187306285,0.01737553698525174,4075.0
2009-10-31,-0.06358264195079506,0.0018866186844501008,0.005556986185810849,0.004604958385260376,0.0006762642834016175,4159.0
2009-09-30,0.08383043767317601,-0.003328127356112904,-0.0030138996513369384,-0.023014129412626493,0.0040225797007837905,4207.0
2009-08-31,0.08657760327594956,-0.007718643406755471,0.01525074994258406,-0.07075440359766633,0.042430923416738264,4200.0
2009-07-31,0.03557813779308736,0.009170328616937036,0.0153097988790152,-0.03444039943003275,0.01759242450612175,4175.0
2009-06-30,0.09931677635667009,-0.012538542548340574,-0.012118762460126073,0.006050141839678293,0.01701740222008996,4156.0
2009-05-31,0.10115848406490974,-0.00849936047540607,0.007894117864602397,-0.08896840913924987,0.015932070047951274,3987.0
2009-04-30,0.06272195244120216,0.0022020348866826785,0.020954894036028876,-0.24650249673225003,0.10389277815388087,3877.0
2009-03-31,0.046329354068529824,0.0036057428447442055,0.004169765783870723,-0.07619309909427566,0.014682524965083044,3690.0
2009-02-28,-0.09348385239696576,-0.004002037784670074,-0.026714747948384528,-0.003001085064016662,0.015552971822875183,3779.0
2009-01-31,0.016488675966053603,-0.01890229704378284,-0.022885051239998903,-0.08087430570160614,0.04818551379254443,3754.0
2008-12-31,-0.028069271005175138,0.011557584775028192,0.016613419389995037,-0.01632194913517085,0.010290802577724634,3969.0
2008-11-30,-0.18465315149613162,0.009559062200525572,-0.013220326234728727,0.04860174091791662,0.03177172831693864,4123.0
2008-10-31,-0.1706034770308369,-0.007228767468622486,-0.006789588387860905,0.04843423066179722,0.011463618401623576,4219.0
2008-09-30,-0.14480659215625483,0.007258517919539962,0.014033944294009688,-0.01108537428583763,0.009487003437047892,4315.0
2008-08-31,-0.0005682956258520461,0.0033372434449622916,0.007929630338944676,-0.03245168871313188,0.009552448149735215,4313.0
2008-07-31,-0.010943179542409077,0.003407203961530272,0.008509342002885523,-0.015777809928287444,0.002877900238702602,4345.0
2008-06-30,-0.03902758140107083,-0.008781983632464805,-0.019906283425376075,0.08603044369068998,0.059714481323977386,4427.0
2008-05-31,0.021468690745582487,0.0004931596954330671,-0.014936981803911691,0.009543887837545204,0.007830769478339494,4447.0
2008-04-30,-0.021787678753197277,0.00836555125107772,-0.0016873856784002318,0.01930672174425931,0.019661329759925628,4459.0
2008-03-31,-0.05635258236880477,0.006623331716581325,0.007926313754726994,0.005206613068457469,0.008202880595317152,4250.0
2008-02-29,0.012947845469633065,-0.004662726131531468,0.003909717851600646,0.03748778636999382,0.010620729449839272,4247.0
2008-01-31,-0.044814728525703555,0.0021379817287251112,0.025284330237616094,-0.055798635776443464,0.06609109818780612,4253.0
2007-12-31,-0.03152064713411724,0.0018640319172192972,-0.003439851361400045,0.03388913393294877,0.017726542587341187,4307.0
2007-11-30,-0.13931051722793258,0.008826027136230355,-0.0014484186753970028,0.007776910506599738,0.019737103973795134,4315.0
2007-10-31,-0.018862483247776392,0.0024351375561095087,-0.015443052132651892,0.04311077133453485,0.03804520015453683,4327.0
2007-09-30,-0.010261906107850983,0.0026253777229988118,-0.012534271675544145,0.03219697732203791,0.027963045103507556,4426.0
2007-08-31,-0.06778524378324545,0.008254464112713284,-0.006807338362181785,0.005695751995338685,0.017875031969475375,4443.0
2007-07-31,-0.039322506628121694,-0.0036239623429968324,-0.012939219194358581,0.013027123308065264,0.010349802757483872,4443.0
2007-06-30,0.018642401616404486,-0.004056611972251462,-0.0015526991843729293,0.002403546764465218,0.004875015660063098,4558.0
2007-05-31,-0.021258704383362314,0.008027667440350307,0.003803836066636382,0.006376584370683328,0.01563409460649412,4567.0
2007-04-30,0.00887341433451738,0.0016896798182739418,-0.004883291328694292,0.010256037624980195,0.0040420087903996205,4569.0
2007-03-31,-0.016967642856446162,0.002372752349920169,-0.006735891408367492,0.020636986870277426,0.013026969175731762,4400.0
2007-02-28,0.02453345197923796,-0.00228747095955669,0.007972307922553474,-0.005171966562309505,0.007157373681107249,4389.0
2007-01-31,0.03782258677044317,-0.0032419559904818458,-0.004596535737239839,0.011608298773379995,0.0044540137251548595,4413.0
2006-12-31,0.035596755237723106,-0.0017478191718545769,0.014613642270485049,0.022522181206406644,0.01084429669972653,4502.0
2006-11-30,0.03045956987780591,-0.0003728882967401473,-0.0012424736782430258,0.004991710436680881,-0.0003356893092563151,4510.0
2006-10-31,0.05711832197053392,-0.0019106006096671461,-0.004016605970913724,-0.01099824136981482,0.0011689312126943463,4521.0
2006-09-30,0.0041440590823862535,0.002124054997460265,0.008374683461897046,0.001542503587071001,0.0034234836610513852,4635.0
2006-08-31,0.011525500234028473,0.0024211615237945327,-0.003063394513170764,-0.023388217879098082,0.006064962351361447,4638.0
2006-07-31,-0.043521945381634564,0.004716905890250774,0.016266757321184516,0.003188971787122338,0.011925729190239931,4637.0
2006-06-30,-0.02227632734182404,0.0031770120522541783,0.008167711037250313,0.012802448810381018,0.006227785787550344,4695.0
2006-05-31,-0.039403931980223086,0.0023777103178594878,0.01613184098009346,-0.022454162155555436,0.026856114668669773,4684.0
2006-04-30,0.016691387392100483,0.00011342899116654359,0.010014902264877574,0.009100643571424835,0.002599367119667906,4729.0
2006-03-31,0.06480305799270919,-0.004029021446288413,0.0019692766348685265,0.020276500008527546,0.006984739649577687,4507.0
2006-02-28,0.03149278649970294,-0.003110977977909439,0.005036083340380868,-0.010148660369342298,0.008022701914033092,4507.0
2006-01-31,0.12548368512093455,-0.008052743469868402,-0.005476562346673366,0.018550685232650996,0.010103837884749667,4523.0
2005-12-31,0.024195036150708372,-0.00193510853661248,0.0016821037806216568,0.004147600642189937,0.000796242131339775,4590.0
2005-11-30,0.03771502597159915,0.0008375237360291617,0.004457595300957928,0.013999108029530423,0.00023532797675474004,4577.0
2005-10-31,-0.041960259412245036,0.002053207236991751,0.003513323952695667,-0.0033185393755756124,0.0009290235417414028,4598.0
2005-09-30,0.00662749492422434,-0.00033412203254627536,-0.0038299815112971952,0.01364804175073798,0.0032096898860470846,4685.0
2005-08-31,-0.006275137966309107,-8.563354792810276e-06,0.00811067772347023,0.024110704615678397,0.005147927383436834,4695.0
2005-07-31,0.08093906504273088,-0.003131569091459157,-0.002276434403928289,-0.0024070816217390202,0.0017755886584197578,4706.0
2005-06-30,0.04618423608310493,-0.0012892900771833255,0.008548769389547404,0.010705398604229484,0.0032903928011631667,4802.0
2005-05-31,0.021525434312161508,0.0030827260455801846,-0.00685921593651083,0.0016447451757141025,0.004369578727552392,4798.0
2005-04-30,-0.06058959326159344,0.00336340418881868,0.012262028283385032,0.010204900499955946,0.0018118090937665476,4779.0
2005-03-31,-0.021866929157484803,0.0007694617317933129,0.013637458534884881,0.022682804060362997,0.007708873902230962,4712.0
2005-02-28,0.003663515060023371,0.0029982131965998254,0.010621384905357795,0.04086814959679537,0.019208442666536096,4700.0
2005-01-31,-0.02050042865581394,-0.0006069580069380548,0.013252786127593123,0.03541294540555029,0.018725199603943254,4697.0
2004-12-31,0.11705188863102742,-0.011101270230330685,-0.009185965607701732,-0.026983041082790853,0.029225455044073034,4781.0
2004-11-30,0.14256235806467524,-0.00846123761037495,0.008231706866917798,0.002399951420298896,0.012966182429013373,4783.0
2004-10-31,0.013642616884783236,0.001424541649799916,-0.0011209023585454117,-0.009202715660891028,0.0008345646532932349,4798.0
2004-09-30,0.03492217007403834,0.0002656721891205277,-0.0025321695850574985,0.024502298232641828,0.009679414436473688,4880.0
2004-08-31,-0.02574454993909755,0.004599964521736828,0.01118339929234192,-0.006832017033374509,0.010464792562139946,4847.0
2004-07-31,-0.06757514898163866,0.005173031925665405,0.028789334866193558,0.006046629643879764,0.027912346342076177,4825.0
2004-06-30,0.00010666556021617611,0.005708135607617348,0.016793261717931465,0.018315216577068433,0.0177540533933509,4864.0
2004-05-31,-0.04132187865334225,0.006538792078862643,0.0025857242805887343,0.013094836538900628,0.014856539550476722,4706.0
2004-04-30,0.022655957680254794,-0.006232578750957581,0.0017342081684356644,-0.026826978589051025,0.027258885301572944,4556.0
2004-03-31,0.037242200939874445,-0.0049784047764936425,0.0011603276037436584,0.004873921238096796,0.005403072319053681,4490.0
2004-02-29,0.013326952546743414,0.0015381192469383436,0.006914290050405485,0.0005045816927640263,0.00041360381287391945,4599.0
2004-01-31,0.15710652898171487,-0.016794824844155357,0.009019959970415352,0.029425004577964452,0.05880170120738526,4600.0
2003-12-31,0.04716532462114415,0.002432391684525616,0.026906485904834472,-0.0007060159098538522,0.01836526533948568,4765.0
2003-11-30,0.07486494843281748,-0.0056600362922389225,0.006059384628607583,0.01716544986678156,0.012723083047675776,4747.0
2003-10-31,0.08710533689308057,-0.0018972960057131493,0.012003283100973677,0.03598421701828121,0.017158701307787072,4740.0
2003-09-30,0.1211900298328914,-0.01662632964721864,0.003900555911344933,0.0012164184508667768,0.04850938807869476,4927.0
2003-08-31,0.06757365529637341,-0.002163115442016675,0.009677719926309189,0.016845507937858908,0.005693152626413345,4972.0
2003-07-31,0.1433936603667055,-0.012140971161465034,0.003343785511673619,0.011181836922130782,0.02108340639845596,5019.0
2003-06-30,0.12372006998189361,-0.014667625742900403,-0.005453965996833087,-0.027251845738710083,0.03094463562824923,5074.0
2003-05-31,0.19422487740525085,-0.016305697783789937,-0.009194461960179603,-0.11695674328169958,0.05638648477960817,5020.0
2003-04-30,0.0844391007746761,0.0008393845738041697,0.009458858319161314,-0.06547279003205304,0.026331503238568255,4957.0
2003-03-31,0.023487710979417466,-0.0032394428043464674,-0.008681847146162497,0.012603879131509114,0.004556098338328374,4898.0
2003-02-28,-0.003062225583472136,-0.002755954489915092,0.002106145781028697,0.02937670090967593,0.009197947484710256,4856.0
2003-01-31,0.07344503918633916,-0.012722799109840833,0.005447899351976811,0.007989949814649492,0.02940146056886095,4877.0
2002-12-31,-0.021049088001543276,-0.0009472868446023764,0.011084579789002465,0.11258939309598544,0.10680940430734065,4906.0
2002-11-30,0.10955450330705038,-0.0008591173953800777,0.029112884848828093,-0.11795560258138185,0.08701719438972821,4906.0
2002-10-31,0.006584170833511513,0.006876968887790069,0.004350704521959814,-0.022111674373160896,0.006576019276794742,5002.0
2002-09-30,-0.045650619037878454,-0.007313433306276478,-0.016446648664728687,0.06982059591174825,0.04573118110162522,5101.0
2002-08-31,0.020003145845463925,-0.002869914100792557,0.002257481531795321,0.01804011382130107,0.002942709575628366,5117.0
2002-07-31,-0.10743263628543429,-0.0008949754211976498,0.00744161346605266,0.025683020091493928,0.006575873635333074,5170.0
2002-06-30,-0.07607985756124201,0.0028118029265996,0.014512636082513582,0.07062530928546415,0.05561659815737452,5307.0
2002-05-31,0.004621311306175234,-0.002779337654921201,0.02031621027417949,0.051085142511070436,0.02958703491355974,5335.0
2002-04-30,0.019267961760178132,-0.002296075006874296,0.02542949678091901,0.05060089339690187,0.031026183044197575,5303.0
2002-03-31,0.08183401649545456,0.0010779987761894878,0.01257417107672118,-0.008864657642265135,0.0055197678813738715,4950.0
2002-02-28,-0.031529478950677495,0.0029953669119120226,0.017090717644776758,0.05472563859712978,0.03074666703731488,4938.0
2002-01-31,0.09011206658900861,-0.010866112270256433,0.02136362493791595,0.027298004355800817,0.045337032069771355,4924.0
2001-12-31,0.05509277841815437,0.0004757126399424127,0.004208290518347878,-0.010917563587899193,0.0012528139592421494,4952.0
